id,nombre,precio,precio_al_publico,precio_prestador,precio_con_reserva,comision_prestador,stock,tenant_id
236,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
237,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
238,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
239,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
240,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
241,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
242,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
243,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
256,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
257,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
258,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
259,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
260,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
261,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
262,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
263,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
264,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
265,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
278,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
279,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
280,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
281,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
282,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
283,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
284,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
285,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
286,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
287,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
300,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
301,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
302,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
303,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
304,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
305,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
306,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
307,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
308,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
309,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
322,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
323,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
324,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
325,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
326,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
327,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
328,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
329,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
330,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
331,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
344,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
345,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
346,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
347,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
348,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
349,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
350,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
351,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
352,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
353,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
366,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
367,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
368,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
369,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
370,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
371,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
372,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
373,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
374,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
375,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
388,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
389,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
390,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
391,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
392,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
393,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
394,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
395,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
396,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
397,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
410,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
411,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
412,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
413,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
414,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
415,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
416,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
417,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
418,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
419,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
432,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
433,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
434,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
435,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
436,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
437,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
438,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
439,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
440,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
441,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
454,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
455,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
456,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
457,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
458,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
459,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
460,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
461,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
462,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
463,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
476,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
477,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
478,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
479,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
480,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
481,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
482,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
483,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
484,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
485,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
498,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
499,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
500,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
501,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
502,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
503,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
504,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
505,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
506,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
507,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
520,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
521,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
522,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
523,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
524,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
525,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
526,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
527,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
528,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
529,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
542,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
543,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
544,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
545,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
546,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
547,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
548,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
549,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
550,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
551,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
564,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
565,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
566,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
567,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
568,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
569,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
570,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
571,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
572,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
573,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
586,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
587,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
588,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
589,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
590,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
591,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
592,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
593,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
594,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
595,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
608,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
609,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
610,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
611,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
612,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
613,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
614,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
615,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
616,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
617,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
630,Shampoo de Argán Orgánico,45000.00,45000.00,29250.00,38250.00,4500.00,50,9
631,Acondicionador de Coco Nutritivo,38000.00,38000.00,24700.00,32300.00,3800.00,40,9
632,Mascarilla Reparadora de Queratina,55000.00,55000.00,35750.00,46750.00,5500.00,30,9
633,Esmalte Semipermanente Glow Red,18000.00,18000.00,11700.00,15300.00,1800.00,100,9
634,Aceite Hidratante para Cutículas,12000.00,12000.00,7800.00,10200.00,1200.00,60,9
635,Paleta de Sombras Nude,75000.00,75000.00,48750.00,63750.00,7500.00,25,9
636,Base de Maquillaje Matificante,62000.00,62000.00,40300.00,52700.00,6200.00,35,9
637,Labial Líquido Mate Larga Duración,28000.00,28000.00,18200.00,23800.00,2800.00,80,9
638,Cera Elástica de Miel (1kg),45000.00,0.00,45000.00,0.00,0.00,50,9
639,Kit Pestañas Premium (Melted),90000.00,0.00,90000.00,0.00,0.00,30,9
646,Bálsamo Hidratante de Barba (Cedro & Sándalo),42000.00,42000.00,27300.00,35700.00,4200.00,45,9
647,Cera de Peinado Matte Pomade (Fijación Fuerte),39000.00,39000.00,25350.00,33150.00,3900.00,60,9
648,Aceite de Crecimiento & Brillo para Barba (50ml),48000.00,48000.00,31200.00,40800.00,4800.00,35,9
649,Shampoo Anticaída & Estimulante Capilar Hombres,52000.00,52000.00,33800.00,44200.00,5200.00,50,9
650,Gel Limpiador Facial Detox Masculino (Carbón Activado),46000.00,46000.00,29900.00,39100.00,4600.00,40,9
651,Loción Aftershave Hidratante Anti-Irritación,38000.00,38000.00,24700.00,32300.00,3800.00,55,9
